Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P56461	FMT_HELPY	reviewed	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	fmt HP_1141	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	303
O25529	HLDE_HELPY	reviewed	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	hldE rfaE waaE HP_0858	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	461
P97227	CAGS_HELPY	reviewed	CAG pathogenicity island protein 13	cagS cag13 HP_0534	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	196
P71405	CYSE_HELPY	reviewed	Serine acetyltransferase (SAT) (EC 2.3.1.30)	cysE HP_1210	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	171
P57798	FEOA_HELPY	reviewed	Putative Fe(2+) transport protein A	HP_0585.1	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	76
Q07911	FLAB_HELPY	reviewed	Flagellin B (Flagellin N)	flaB HP_0115	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	514
P56074	HEM2_HELPY	reviewed	Delta-aminolevulinic acid dehydratase (ALAD) (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	hemB HP_0163	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	323
O25008	ISCS_HELPY	reviewed	Cysteine desulfurase IscS (EC 2.8.1.7)	iscS HP_0220	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	387
P56184	KPRS_HELPY	reviewed	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase)	prs prsA HP_0742	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	318
P71408	FTSH_HELPY	reviewed	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH HP_1069	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	632
O25722	FTSK_HELPY	reviewed	DNA translocase FtsK	ftsK HP_1090	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	858
O06912	FRDC_HELPY	reviewed	Fumarate reductase cytochrome b subunit (Quinol-fumarate reductase cytochrome b subunit) (QFR cytochrome b subunit)	frdC HP_0193	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	255
O25528	GMHA_HELPY	reviewed	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA HP_0857	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	192
O25728	HCPC_HELPY	reviewed	Putative beta-lactamase HcpC (EC 3.5.2.6) (Cysteine-rich protein C)	hcpC HP_1098	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	290
O24968	HCPD_HELPY	reviewed	Putative beta-lactamase HcpD (EC 3.5.2.6) (Cysteine-rich protein D) (Penicillin-binding protein 4) (PBP 4)	hcpD HP_0160	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	306
P56111	EDD_HELPY	reviewed	Phosphogluconate dehydratase (EC 4.2.1.12)	edd HP_1100	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	608
P56129	DCDA_HELPY	reviewed	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	lysA HP_0290	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	405
O25376	HEMN_HELPY	reviewed	Oxygen-independent coproporphyrinogen III oxidase (CPO) (EC 1.3.98.3) (Coproporphyrinogen III dehydrogenase) (CPDH)	hemN HP_0665	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	457
P55992	GYRB_HELPY	reviewed	DNA gyrase subunit B (EC 5.6.2.2)	gyrB HP_0501	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	773
P55984	ISPT_HELPY	reviewed	Isoprenyl transferase (EC 2.5.1.-)	uppS HP_1221	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	234
P55970	GRPE_HELPY	reviewed	Protein GrpE (HSP-70 cofactor)	grpE HP_0110	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	189
O25283	ACCA_HELPY	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA HP_0557	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	312
O25296	APT_HELPY	reviewed	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt HP_0572	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	179
P56119	AROE_HELPY	reviewed	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	aroE HP_1249	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	263
O25099	MINE_HELPY	reviewed	Cell division topological specificity factor	minE HP_0332	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	77
P56422	MOAE_HELPY	reviewed	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MPT synthase subunit 2) (Molybdenum cofactor biosynthesis protein E) (Molybdopterin-converting factor large subunit) (Molybdopterin-converting factor subunit 2)	moaE HP_0800	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	145
O25136	DCD_HELPY	reviewed	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	dcd HP_0372	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	188
O25754	EXDL1_HELPY	reviewed	Putative biopolymer transport protein ExbD-like 1	HP_1129	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	133
P56089	GLYA_HELPY	reviewed	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	glyA HP_0183	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	416
P55975	EFTS_HELPY	reviewed	Elongation factor Ts (EF-Ts)	tsf HP_1555	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	355
O25525	GUAC_HELPY	reviewed	GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase) (Guanosine monophosphate reductase)	guaC HP_0854	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	327
P56088	IMDH_HELPY	reviewed	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	guaB HP_0829	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	481
O25342	ISPG_HELPY	reviewed	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	ispG HP_0625	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	359
O25991	MNME_HELPY	reviewed	tRNA modification GTPase MnmE (EC 3.6.-.-)	mnmE thdF trmE HP_1452	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	461
O25893	MNMA_HELPY	reviewed	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	mnmA trmU HP_1335	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	342
O25537	LPXB_HELPY	reviewed	Lipid-A-disaccharide synthase (EC 2.4.1.182)	lpxB HP_0867	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	360
O25096	NADE_HELPY	reviewed	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5)	nadE HP_0329	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	260
O25408	FLGR_HELPY	reviewed	Transcriptional regulatory protein FlgR	flgR HP_0703	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	381
P56096	FTSW_HELPY	reviewed	Probable peptidoglycan glycosyltransferase FtsW (PGT) (EC 2.4.1.129) (Cell division protein FtsW) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase)	ftsW HP_1560	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	388
P56125	HEM1_HELPY	reviewed	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	hemA HP_0239	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	449
O25680	HPPK_HELPY	reviewed	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (PPPK) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase) (HPPK)	folK HP_1036	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	163
P56063	IDH_HELPY	reviewed	Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	icd HP_0027	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	425
P55987	ATPA_HELPY	reviewed	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA HP_1134	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	503
P56196	GPMI_HELPY	reviewed	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI pgm HP_0974	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	491
P55971	G3P_HELPY	reviewed	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)	gapA gap HP_0921	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	332
O06913	FRDA_HELPY	reviewed	Fumarate reductase flavoprotein subunit (EC 1.3.5.4) (Quinol-fumarate reductase flavoprotein subunit) (QFR flavoprotein subunit)	frdA HP_0192	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	714
P52093	FTN_HELPY	reviewed	Bacterial non-heme ferritin (EC 1.16.3.2)	ftnA pfr HP_0653	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	167
O06914	FRDB_HELPY	reviewed	Fumarate reductase iron-sulfur subunit (EC 1.3.5.4) (Quinol-fumarate reductase iron-sulfur subunit) (QFR iron-sulfur subunit)	frdB HP_0191	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	245
O25895	NADD_HELPY	reviewed	Probable nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)	nadD HP_1337	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	174
O25838	NTPP_HELPY	reviewed	Nucleoside triphosphate pyrophosphatase (EC 3.6.1.9) (Nucleotide pyrophosphatase) (Nucleotide PPase)	HP_1240	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	190
P56122	AROC_HELPY	reviewed	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	365
O25825	CY553_HELPY	reviewed	Cytochrome c-553 (Cytochrome c553)	HP_1227	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	96
O25577	CARB_HELPY	reviewed	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	carB HP_0919	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	1085
P56064	DNAG_HELPY	reviewed	DNA primase (EC 2.7.7.101)	dnaG HP_0012	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	559
O25097	ILVC_HELPY	reviewed	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 1) (Ketol-acid reductoisomerase type I)	ilvC HP_0330	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	330
O25122	LEPA_HELPY	reviewed	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)	lepA HP_0355	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	602
O25153	CHEAY_HELPY	reviewed	Sensor histidine kinase CheAY (EC 2.7.13.3)	cheAY HP_0392	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	803
O25004	CDSA_HELPY	reviewed	Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase)	cdsA HP_0215	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	266
O24994	FABH_HELPY	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH HP_0202	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	331
O26018	HEMJ_HELPY	reviewed	Protoporphyrinogen IX oxidase (PPO) (EC 1.3.99.-)	HP_1484	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	148
O25983	CSRA_HELPY	reviewed	Translational regulator CsrA	csrA HP_1442	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	76
P56086	ATPF_HELPY	reviewed	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	atpF HP_1136	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	171
O25458	FTSY_HELPY	reviewed	Signal recognition particle receptor FtsY (SRP receptor)	ftsY HP_0763	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	293
O25897	EXBB_HELPY	reviewed	Biopolymer transport protein ExbB	exbB HP_1339	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	145
P56467	FOLD_HELPY	reviewed	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD HP_0577	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	290
O25300	LEP_HELPY	reviewed	Signal peptidase I (SPase I) (EC 3.4.21.89) (Leader peptidase I)	lepB HP_0576	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	290
P56069	METB_HELPY	reviewed	Cystathionine gamma-synthase (CGS) (EC 2.5.1.48) (O-succinylhomoserine (thiol)-lyase)	metB HP_0106	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	380
P64101	EXDL2_HELPY	reviewed	Putative biopolymer transport protein ExbD-like 2	HP_1446	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	133
O25679	FLHF_HELPY	reviewed	Flagellar biosynthesis protein FlhF (Flagella-associated GTP-binding protein)	flhF HP_1035	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	459
P56115	GSA_HELPY	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL HP_0306	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	430
P56103	KGUA_HELPY	reviewed	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	gmk HP_0321	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	206
P56060	KDSA_HELPY	reviewed	2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)	kdsA HP_0003	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	276
P56062	CISY_HELPY	reviewed	Citrate synthase (EC 2.3.3.16)	gltA HP_0026	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	426
O25336	DNLJ_HELPY	reviewed	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA lig HP_0615	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	656
O24867	EPTA_HELPY	reviewed	Phosphoethanolamine transferase EptA (EC 2.7.-.-) (Lipid A 1-phosphoethanolamine transferase)	eptA HP_0022 C694_00105	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	521
O25917	CRDS_HELPY	reviewed	Sensor histidine kinase CrdS (EC 2.7.13.3)	crdS HP_1364	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	397
P56067	CYSM_HELPY	reviewed	Cysteine synthase (CSase) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase) (OAS-TL) (O-acetylserine sulfhydrylase)	cysM cysK HP_0107	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	306
P94845	GLN1B_HELPY	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)	glnA HP_0512	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	481
O25936	F16PA_HELPY	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp HP_1385	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	290
O25929	FLIW2_HELPY	reviewed	Flagellar assembly factor FliW 2	fliW2 HP_1377	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	129
P56416	FLHB_HELPY	reviewed	Flagellar biosynthetic protein FlhB	flhB HP_0770	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	358
P56110	G6PD_HELPY	reviewed	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	zwf HP_1101	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	425
O25730	6PGL_HELPY	reviewed	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	pgl devB HP_1102	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	227
O24972	ARSS_HELPY	reviewed	Sensor histidine kinase ArsS (EC 2.7.13.3)	arsS HP_0164/HP_0165	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	427
O25823	CRCB_HELPY	reviewed	Putative fluoride ion transporter CrcB	crcB HP_1225	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	130
P56157	DPO3A_HELPY	reviewed	DNA polymerase III subunit alpha (EC 2.7.7.7)	dnaE HP_1460	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	1211
P56004	EFP_HELPY	reviewed	Elongation factor P (EF-P)	efp HP_0177	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	187
O25028	FLGI_HELPY	reviewed	Flagellar P-ring protein (Basal body P-ring protein)	flgI HP_0246	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	342
P56114	GATA_HELPY	reviewed	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	gatA HP_0830	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	453
O25531	GMHBB_HELPY	reviewed	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)	gmhB HP_0860	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	173
P56097	FTSZ_HELPY	reviewed	Cell division protein FtsZ	ftsZ HP_0979	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	385
O25883	FUMC_HELPY	reviewed	Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase)	fumC HP_1325	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	463
O25671	FUR_HELPY	reviewed	Ferric uptake regulation protein (Ferric uptake regulator)	fur HP_1027	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	150
O25629	FTSA_HELPY	reviewed	Cell division protein FtsA	ftsA HP_0978	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	492
O25242	DPO3B_HELPY	reviewed	Beta sliding clamp (Beta clamp) (Sliding clamp) (Beta-clamp processivity factor) (DNA polymerase III beta sliding clamp subunit) (DNA polymerase III subunit beta)	dnaN HP_0500	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	374
P55980	CAGA_HELPY	reviewed	Cytotoxicity-associated immunodominant antigen (120 kDa protein) (CAG pathogenicity island protein 26)	cagA cag26 cai HP_0547	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	1186
O25956	BIOB_HELPY	reviewed	Biotin synthase (EC 2.8.1.6)	bioB HP_1406	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	282
O25835	CARA_HELPY	reviewed	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain)	carA HP_1237	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	375
O24990	FABI_HELPY	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI (ENR) (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase)	fabI HP_0195	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	275
P56415	MOBA_HELPY	reviewed	Molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase)	mobA HP_0769	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	201
O25963	MURB_HELPY	reviewed	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)	murB HP_1418	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	259
